GrpId,ArtId,ArtPath,TitleId,AltTitleId,FlavorTextId,ReminderTextId,TypeTextId,SubtypeTextId,ArtistCredit,ArtSize,Rarity,ExpansionCode,DigitalReleaseSet,IsToken,IsPrimaryCard,IsDigitalOnly,IsRebalanced,RebalancedCardGrpId,DefunctRebalancedCardGrpId,AlternateDeckLimit,CollectorNumber,CollectorMax,UsesSideboard,OldSchoolManaText,LinkedFaceType,RawFrameDetail,Watermark,TextChangeData,Power,Toughness,Colors,ColorIdentity,FrameColors,IndicatorColors,Types,Subtypes,Supertypes,AbilityIds,HiddenAbilityIds,LinkedFaceGrpIds,LinkedAbilityTemplateCardGrpIds,AbilityIdToLinkedTokenGrpId,AbilityIdToLinkedConjurations,KnownSupportedStyles,AdditionalFrameDetails,ExtraFrameDetails,Tags,Order_LandLast,Order_ColorOrder,Order_CreaturesFirst,Order_ManaCostDifficulty,Order_CMCWithXLast,Order_Title,Order_MythicToCommon,Order_BasicLandsFirst
81646,412601,,428077,0,428079,0,8,428078,Mathias Kollros,0,4,HBG,,0,0,0,0,0,0,0,16,33,0,o3oUoU,0,U,,,5,4,2,2,2,,2,378,,"7,137214:428081",,,,,,DA,,,,,,,,,,,
81647,431208,,605026,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,17,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151661,,,,,,DA,,,,,,,,,,,
81648,431208,,2264,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,18,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151662,,,,,,DA,,,,,,,,,,,
81649,431208,,605029,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,19,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,1575,,,,1575:81872,,DA,,,,,,,,,,,
81650,431208,,2268,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,20,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151663,,,,,,DA,,,,,,,,,,,
81651,431208,,605032,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,21,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,1578,1577,,,,,DA,,,,,,,,,,,
81652,431208,,605035,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,22,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151664,,,,,,DA,,,,,,,,,,,
81653,431208,,605036,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,23,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,1580,,,,,,DA,,,,,,,,,,,
81654,431208,,2277,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,24,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151665,,,,,,DA,,,,,,,,,,,
81655,431208,,605039,0,1,0,8,604152,Konstantin Porubov,0,4,HBG,,0,0,1,0,0,0,0,25,33,0,o2oB,0,B,,,2,2,3,3,3,,2,"153,368",,151666,,,,,,DA,,,,,,,,,,,
81656,425907,,1251,0,605041,0,10,0,Irina Nordsol,0,4,HBG,,0,0,0,0,0,0,0,26,33,0,oR,0,R,,,,,4,4,4,,4,,,70361:241980,,,,,,DA,,,,,,,,,,,
81657,49669,,2667,0,1,0,10,0,Tim Hildebrandt,0,2,HBG,,0,0,0,0,0,0,0,27,33,0,o1oG,0,G,,,,,5,5,5,,4,,,120290,,,,,,,,,,,,,,,,,
81658,418933,,2413,0,499051,0,10,0,Alix Branwyn,0,2,HBG,,0,0,0,0,0,0,0,28,33,0,o1oG,0,G,,,,,5,5,5,,4,,,29759,,,,,,DA,,,,,,,,,,,
81659,425728,,604261,0,604263,0,11,604262,Sergey Glushakov,0,3,HBG,,0,0,1,0,0,0,0,29,33,0,,0,B land,,,,,,3,3,,5,"69,31",,"76735:604264,151408,1003",,,,,,DA,,,,,,,,,,,
81660,425975,,604266,0,604268,0,11,604267,Andreas Rocha,0,3,HBG,,0,0,1,0,0,0,0,30,33,0,,0,G land,,,,,,5,5,,5,"29,31",,"76735:604269,151409,1005",,,,,,DA,,,,,,,,,,,
81661,425974,,604271,0,604273,0,11,604272,Kamila Szutenberg,0,3,HBG,,0,0,1,0,0,0,0,31,33,0,,0,U land,,,,,,2,2,,5,"43,31",,"76735:604274,151410,1002",,,,,,DA,,,,,,,,,,,
81662,425973,,604276,0,604278,0,11,604277,Andreas Rocha,0,3,HBG,,0,0,1,0,0,0,0,32,33,0,,0,W land,,,,,,1,1,,5,"54,31",,"76735:604279,151411,1001",,,,,,DA,,,,,,,,,,,
81663,422115,,604281,0,604283,0,11,604282,Emmanuel Shiu,0,3,HBG,,0,0,1,0,0,0,0,33,33,0,,0,R land,,,,,,4,4,,5,"49,31",,"76735:604284,151412,1004",,,,,,DA,,,,,,,,,,,
81664,428671,,604525,0,1,0,8,266478,Simon Dominic,0,5,HBG,,0,1,0,0,0,0,0,82,266,0,o5oWoW,0,W,,,7,10,1,1,1,,2,"132,21",,"8,151490:604527",,,,151490:81870,,"DA,RLB,FF",,,,0,0,0,2,7,ancientgolddragon,0,1
81665,428668,,604392,0,1,0,8,604393,Stella Spente,0,4,HBG,,0,1,0,0,0,0,0,83,266,0,o1oW,0,W,,,2,2,1,1,1,,2,"393,16",,"7,151437",,,,,,DA,,,,0,0,0,1,2,archivistofoghma,1,1
81666,425857,,604544,0,604545,0,16,0,Bruce Brenneise,0,4,HBG,,0,1,0,0,0,0,0,84,266,0,oXoWoWoW,0,W,,,,,1,1,1,,10,,,151498:604547,,,,,,DA,,,,0,0,1,3,1003,ascendfromavernus,1,1
81667,425848,,604286,0,1,0,8,32374,Leanna Crossan,0,2,HBG,,0,1,0,0,83645,0,0,85,266,0,o3oW,8,W Adventure,,,2,3,1,1,1,,2,157,,"8,121386:604287",,81668,,,,DA,adventure,,,0,0,0,1,4,blessedhippogriff,3,1
81668,425848,,604288,0,1,0,10,418466,Leanna Crossan,0,2,HBG,,0,0,0,0,83646,0,0,85,266,0,oW,7,W Adventure,,,,,1,1,1,,4,369,,22657,,81667,,,,DA,adventure,,,,,,,,,,
81669,418773,,498222,0,498223,0,8,11842,Johannes Voss,0,2,HBG,,0,1,0,0,0,0,0,86,266,0,o2oW,0,W,,,3,2,1,1,1,,2,275,,92970:498224,,,,,,"DA,RLB",,,,0,0,0,1,3,celestialunicorn,3,1
81670,418776,,498241,0,1,0,8,50229,Lie Setiawan,0,2,HBG,,0,1,0,0,0,0,0,87,266,0,o1oW,0,W,,,1,3,1,1,1,,2,"39,16",,143572:498245,"145728:543055,145729:543057,145730:543060",,,,,DA,,,,0,0,0,1,2,dawnbringercleric,3,1
81671,416203,,498250,0,498252,0,8,498251,Chris Rallis,0,2,HBG,,0,1,0,0,0,0,0,88,266,0,o4oW,0,W,,,4,4,1,1,1,,2,"221,45",,143574:498254,,,,,,DA,,,,0,0,0,1,5,devotedpaladin,3,1
81672,425840,,604671,0,604673,0,8,604672,Darek Zabrocki,0,2,HBG,,0,1,0,0,0,0,0,89,266,0,o2oW,0,W,,,2,2,1,1,1,,2,"148,64",,103266:604674,,,,,,DA,,,,0,0,0,1,3,flamingfistofficer,3,1
81673,425849,,604292,0,1,0,8,76451,Tom Babbey,0,2,HBG,,0,1,0,0,0,0,0,90,266,0,o5oWoW,8,W Adventure,,,5,6,1,1,1,,2,339,,"15,151414:604294",,81674,,,,DA,adventure,,,0,0,0,2,7,guardiannaga,3,1
81674,425849,,604295,0,1,0,10,418466,Tom Babbey,0,2,HBG,,0,0,0,0,0,0,0,90,266,0,o2oW,7,W Adventure,,,,,1,1,1,,4,369,,2571,,81673,,,,DA,adventure,,,,,,,,,,
81675,425850,,604579,0,1,0,10,0,Halil Ural,0,3,HBG,,0,1,0,0,0,0,0,91,266,0,o2oW,0,W,,,,,1,1,1,,4,,,"13402,179",,,,,,DA,,,,0,0,1,1,3,guidingbolt,2,1
81676,428670,,604397,0,1,0,7,919,John Severin Brassell,0,4,HBG,,0,1,0,0,0,0,0,92,266,0,o1oW,8,W artifact Adventure,,,,,1,1,1,,1,28,,"2791,1156",,81677,,,,DA,adventure,,,0,0,1,1,2,hornofvalhalla,1,1
81677,428670,,604398,0,1,0,16,418466,John Severin Brassell,0,4,HBG,,0,0,0,0,0,0,0,92,266,0,oXoWoW,7,W artifact Adventure,,,,,1,1,1,,10,369,,151439,,81676,,151439:81869,,DA,adventure,,,,,,,,,,
81678,428665,,604299,0,604301,0,8,604300,Marcela Medeiros,0,2,HBG,,0,1,0,0,0,0,0,93,266,0,o3oW,0,W,,,3,3,1,1,1,,2,"394,77",,151416:604303,,,,,,DA,,,,0,0,0,1,4,icewindstalwart,3,1
81679,425859,,604395,0,1,0,10,0,Tatiana Kirgetova,0,4,HBG,,0,1,0,0,0,0,0,94,266,0,o3oW,0,W,,,,,1,1,1,,4,,,151438,"151673:604396,167556:604396",,,,,DA,,,,0,0,1,1,4,laezelsacrobatics,1,1
81680,418781,,498306,0,1,0,9,426,Steve Prescott,0,2,HBG,,0,1,0,0,0,0,0,95,266,0,o2oW,0,W,,,,,1,1,1,,3,6,,"19562,143592:552329",183,,,,,DA,,,,0,0,1,1,3,minimuscontainment,3,1
81681,418784,,498308,0,498310,0,8,498309,Bryan Sola,0,3,HBG,,0,1,0,0,0,0,0,96,266,0,oW,0,W,,,1,1,1,1,1,,2,"27,48",,143593:498312,,,,,,DA,,,,0,0,0,1,1,monkoftheopenhan,2,1
81682,425847,,604289,0,1,0,8,2309,Leanna Crossan,0,3,HBG,,0,1,0,0,0,0,0,97,266,0,o5oW,8,W Adventure,,,3,3,1,1,1,,2,52,,"8,151413",,81683,,151413:81868,,DA,adventure,,,0,0,0,1,6,pegasusguardian,2,1
81683,425847,,604291,0,1,0,10,418466,Leanna Crossan,0,3,HBG,,0,0,0,0,0,0,0,97,266,0,o1oW,7,W Adventure,,,,,1,1,1,,4,369,,76690,,81682,,,,DA,adventure,,,,,,,,,,
81684,418793,,498343,0,498344,0,7,0,John Stanko,0,3,HBG,,0,1,0,0,0,0,0,98,266,0,oW,0,W artifact,,,,,1,1,1,,1,,,143605:498346,,,,,,DA,,,,0,0,1,1,1,portablehole,2,1
81685,418771,,498352,0,498353,0,8,266032,Jarel Threat,0,2,HBG,,0,1,0,0,0,0,0,99,266,0,o2oW,0,W,,,2,1,1,1,1,,2,"130,16",,143607:498355,,,,,,DA,,,,0,0,0,1,3,priestofancientlo,3,1
81686,418794,,498356,0,498357,0,10,0,Vincent Proce,0,3,HBG,,0,1,0,0,0,0,0,100,266,0,o2oW,0,W,,,,,1,1,1,,4,,,143608,,,,,,DA,,,,0,0,1,1,3,rallymaneuver,2,1
81687,431850,,604361,0,604362,0,8,281889,Nils Hamm,0,3,HBG,,0,1,0,0,0,0,0,101,266,0,o1oW,0,W,,,2,2,1,1,1,,2,"25,68",,"7,151428:604364",,,,,,DA,,,,0,0,0,1,2,rescuerchwinga,2,1
81688,425621,,604667,0,1,0,8,385,Ilse Gort,0,3,HBG,,0,1,0,0,0,0,0,102,266,0,o2oW,0,W,,,1,1,1,1,1,,2,12,,"8,151533:604669",,,,,,DA,,,,0,0,0,1,3,scoutinghawk,2,1
81689,418769,,498362,0,498363,0,8,414051,Chris Rallis,0,2,HBG,,0,1,0,0,0,0,0,103,266,0,o1oW,0,W,,,2,2,1,1,1,,2,"130,45",,12,,,,,,DA,,,,0,0,0,1,2,steadfastpaladin,3,1
81690,425842,,604296,0,604297,0,8,11842,John Thacker,0,2,HBG,,0,1,0,0,83647,0,0,104,266,0,oW,0,W,,,1,2,1,1,1,,2,275,,151415,,,,,,DA,,,,0,0,0,1,1,steadfastunicorn,3,1
81691,425807,,604551,0,604552,0,16,0,Dave Greco,0,4,HBG,,0,1,0,0,0,0,0,105,266,0,o3oWoW,0,W,,,,,1,1,1,,10,,,151501:620552,,,,,,DA,,,,0,0,1,2,5,sticktogether,1,1
81692,418780,,498375,0,1,0,10,0,Zezhou Chen,0,2,HBG,,0,1,0,0,0,0,0,106,266,0,o1oW,0,W,,,,,1,1,1,,4,,,143613,"145731,145732",,,,,DA,,,,0,0,1,1,2,youhearsomethingo,3,1
81693,418779,,498379,0,498380,0,10,0,Eric Deschamps,0,2,HBG,,0,1,0,0,0,0,0,107,266,0,oW,0,W,,,,,1,1,1,,4,,,143614,"145733,145734",,,,,DA,,,,0,0,1,1,1,youreambushedont,3,1
81694,425845,,604649,0,604650,0,10,0,Durion,0,3,HBG,,0,1,0,0,0,0,0,108,266,0,o3oW,0,W,,,,,1,1,1,,4,,,151527,"151525,151526",,,151526:81869,,DA,,,,0,0,1,1,4,youreconfrontedby,2,1
81695,418812,,498390,0,498391,0,8,611,Kari Christensen,0,2,HBG,,0,1,0,0,0,0,0,109,266,0,o4oUoU,0,U,,,2,5,2,2,2,,2,25,,"8,143618:498393",,,,,,DA,,,,0,1,0,2,6,aircultelemental,3,1
81696,428683,,604522,0,1,0,8,266478,Raoul Vitale,0,5,HBG,,0,1,0,0,0,0,0,110,266,0,o6oUoU,0,U,,,8,8,2,2,2,,2,"132,21",,"8,151489:604524",,,,,,"DA,RLB,FF",,,,0,1,0,2,8,ancientsilverdrago,0,1
81697,425871,,604305,0,604306,0,10,0,Dave Greco,0,2,HBG,,0,1,0,0,0,0,0,111,266,0,o2oU,0,U,,,,,2,2,2,,4,,,"76690,25848",,,,,,DA,,,,0,1,1,1,3,blur,3,1
81698,418819,,413712,0,1,0,9,426,Zoltan Boros,0,2,HBG,,0,1,0,0,0,0,0,112,266,0,o1oUoU,0,U,,,,,2,2,2,,3,6,,"1027,89789:413713,88178",,,,,,DA,,,,0,1,1,2,3,charmedsleep,3,1
81699,416133,,498411,0,498413,0,8,498412,Zoltan Boros,0,2,HBG,,0,1,0,0,0,0,0,113,266,0,o2oU,0,U,,,2,3,2,2,2,,2,"148,78",,143625,,,,,,DA,,,,0,1,0,1,3,cleverconjurer,3,1
81700,416138,,498416,0,1,0,10,0,Alix Branwyn,0,2,HBG,,0,1,0,0,0,0,0,114,266,0,o3oU,0,U,,,,,2,2,2,,4,,,144225,,,,,,DA,,,,0,1,1,1,4,contactotherplane,3,1
81701,428680,,604413,0,604414,0,8,262473,Campbell White,0,4,HBG,,0,1,0,0,0,0,0,115,266,0,o3oU,0,U,,,2,2,2,2,2,,2,"14,10",,151444,,,,,,DA,,,,0,1,0,1,4,displacerkitten,1,1
81702,425875,,604583,0,604584,0,10,0,Tom Babbey,0,3,HBG,,0,1,0,0,0,0,0,116,266,0,o5oU,0,U,,,,,2,2,2,,4,,,"151511,1746",,,,,,DA,,,,0,1,1,1,6,draconiclore,2,1
81703,425865,,604309,0,604311,0,8,604310,Julio Reyna,0,2,HBG,,0,1,0,0,83648,0,0,117,266,0,o1oU,0,U,,,1,2,2,2,2,,2,"21,56",,137196,,,,,,DA,,,,0,1,0,1,2,dragonbornlooter,3,1
81704,425874,,14093,0,604616,0,10,0,Liiga Smilshkalne,0,3,HBG,,0,1,0,0,0,0,0,118,266,0,o1oUoU,0,U,,,,,2,2,2,,4,,,"2705,25848",,,,,,DA,,,,0,1,1,2,3,dreamfracture,2,1
81705,425879,,604400,0,1,0,10,0,Yeong-Hao Han,0,4,HBG,,0,1,0,0,0,0,0,119,266,0,o3oUoU,0,U,,,,,2,2,2,,4,,,151440,,,,,,DA,,,,0,1,1,2,5,galesredirection,1,1
81706,425873,,604312,0,1,0,7,919,Forrest Imel,0,3,HBG,,0,1,0,0,83649,0,0,120,266,0,o1oU,0,U,,,,,2,2,2,,1,28,,"151418,1319",,,,,,"DA,RLB",,,,0,1,1,1,2,gogglesofnight,2,1
81707,422480,,498457,0,498458,0,8,283503,Mike Jordana,0,3,HBG,,0,1,0,0,0,0,0,121,266,0,o1oU,0,U,,,1,1,2,2,2,,2,"221,56",,"90260:498459,143644:498461",,,,,,DA,,,,0,1,0,1,2,guildthief,2,1
81708,428679,,604406,0,604407,0,8,748,David Astruga,0,4,HBG,,0,1,0,0,0,0,0,122,266,0,o4oU,8,U Adventure,,,4,4,2,2,2,,2,160,,151442:604409,,81709,,,,DA,adventure,,,0,1,0,1,5,illithidharvester,1,1
81709,428679,,604411,0,604407,0,16,418466,David Astruga,0,4,HBG,,0,0,0,0,0,0,0,122,266,0,oXoUoU,7,U Adventure,,,,,2,2,2,,10,369,,151443,,81708,,,,DA,adventure,,,,,,,,,,
81710,425638,,604366,0,604367,0,16,0,Oleksandr Kozachenko,0,3,HBG,,0,1,0,0,0,0,0,123,266,0,o3oU,0,alt U,,,,,2,2,2,,10,,,151429,,,,,,DA,,,,0,1,1,1,4,irenicussviledupl,2,1
81711,425640,,604622,0,1,0,8,1318,Leanna Crossan,0,3,HBG,,0,1,0,0,0,0,0,124,266,0,o3oUoU,0,U,,,4,3,2,2,2,,2,21,,"8,151521:604624",,,,,,DA,,,,0,1,0,2,5,juvenilemistdragon,2,1
81712,428672,,604706,0,604708,0,8,604707,Dave Greco,0,3,HBG,,0,1,0,0,83656,0,0,125,266,0,o2oU,0,U,,,1,1,2,2,2,,2,"12,4",,151547:604710,,,,,,DA,,,,0,1,0,1,3,kenkuartificer,2,1
81713,428681,,604402,0,604403,0,9,0,Vincent Christiaens,0,4,HBG,,0,1,0,0,0,0,0,126,266,0,o3oUoU,0,U,,,,,2,2,2,,3,,,"76882:604404,151441",,,,,,DA,,,,0,1,1,2,5,kindreddiscovery,1,1
81714,428677,,604307,0,1,0,7,0,Olena Richards,0,3,HBG,,0,1,0,0,83651,0,0,127,266,0,o2oU,0,U,,,,,2,2,2,,1,,,151417,1593:604308,,,,,DA,,,,0,1,1,1,3,lapisorbofdragonk,2,1
81715,425866,,604317,0,604318,0,8,1318,Campbell White,0,2,HBG,,0,1,0,0,83657,0,0,128,266,0,o2oU,0,U,,,2,1,2,2,2,,2,21,,"8,137862",,,,,,DA,,,,0,1,0,1,3,pseudodragonfamilia,3,1
81716,418826,,498489,0,1,0,9,426,Kim Sokol,0,3,HBG,,0,1,0,0,0,0,0,129,266,0,o1oU,0,U,,,,,2,2,2,,3,6,,"7,1027,143658:498491,143659,88178",,,,,,DA,,,,0,1,1,1,2,rayoffrost,2,1
81717,418811,,498493,0,498494,0,8,31786,Matt Stewart,0,2,HBG,,0,1,0,0,0,0,0,130,266,0,o3oUoU,0,U,,,4,5,2,2,2,,2,"32,77",,143660,,,,,,"DA,RLB",,,,0,1,0,2,5,rimeshieldfrostgia,3,1
81718,428682,,604417,0,604418,0,7,919,Dallas Williams,0,4,HBG,,0,1,0,0,0,0,0,131,266,0,o2oU,0,U artifact,,,,,2,2,2,,1,28,,"151445,2792,153135",,,,,,DA,,,,0,1,1,1,3,robeofthearchmagi,1,1
81719,418813,,498506,0,498507,0,10,0,Jason Felix,0,2,HBG,,0,1,0,0,0,0,0,132,266,0,o1oU,0,U,,,,,2,2,2,,4,,,"143665,25848",,,,,,DA,,,,0,1,1,1,2,shockinggrasp,3,1
81720,418808,,498516,0,498517,0,8,267552,Miguel Mercado,0,2,HBG,,0,1,0,0,0,0,0,133,266,0,o2oU,0,U,,,3,2,2,2,2,,2,"27,56",,92932:498518,,,,,,DA,,,,0,1,0,1,3,soulknifespy,3,1
81721,425870,,1722,0,1,0,8,604645,Caio Monteiro,0,3,HBG,,0,1,0,0,0,0,0,134,266,0,o5oUoU,8,U Adventure,,,6,6,2,2,2,,2,"59,21",,151524:604647,,81722,,,,DA,adventure,,,0,1,0,2,7,swordcoastserpent,2,1
81722,425870,,604648,0,1,0,10,418466,Caio Monteiro,0,3,HBG,,0,0,0,0,0,0,0,134,266,0,o1oU,7,U Adventure,,,,,2,2,2,,4,369,,22505,,81721,,,,DA,adventure,,,,,,,,,,
81723,425864,,604580,0,604581,0,8,283503,Leonardo Santanna,0,2,HBG,,0,1,0,0,0,0,0,135,266,0,o1oU,0,U,,,1,3,2,2,2,,2,"221,56",,151510,,,,,,DA,,,,0,1,0,1,2,tymorasinvoker,3,1
81724,422898,,498546,0,1,0,10,0,Viko Menezes,0,2,HBG,,0,1,0,0,83652,0,0,136,266,0,o1oU,0,U,,,,,2,2,2,,4,,,143680,"145735,145736",,,,,DA,,,,0,1,1,1,2,youcometoariver,3,1
81725,418816,,498549,0,498550,0,10,0,Gabor Szikszai,0,2,HBG,,0,1,0,0,0,0,0,137,266,0,o1oUoU,0,U,,,,,2,2,2,,4,,,143681,"145737,145738",,,,,DA,,,,0,1,1,2,3,youfindthevillain,3,1
81726,425869,,604314,0,604315,0,8,1318,Tuan Duong Chu,0,2,HBG,,0,1,0,0,83659,0,0,138,266,0,o4oU,8,U Adventure,,,3,3,2,2,2,,2,21,,8,,81727,,,,DA,adventure,,,0,1,0,1,5,youngbluedragon,3,1
81727,425869,,604316,0,604315,0,16,418466,Tuan Duong Chu,0,2,HBG,,0,0,0,0,83660,0,0,138,266,0,o1oU,7,U Adventure,,,,,2,2,2,,10,369,,141924,,81726,,,,DA,adventure,,,,,,,,,,
81728,428691,,604425,0,1,0,7,0,Jonas De Ro,0,4,HBG,,0,1,0,0,0,0,0,139,266,0,o1oB,8,B artifact Adventure,,,,,3,3,3,,1,,,151449,,81729,,,,DA,adventure,,,0,2,1,1,2,altarofbhaal,1,1
81729,428691,,604427,0,1,0,16,418466,Jonas De Ro,0,4,HBG,,0,0,0,0,0,0,0,139,266,0,o2oB,7,B artifact Adventure,,,,,3,3,3,,10,369,,151450,,81728,,151450:81873,,DA,adventure,,,,,,,,,,
81730,425665,,6654,0,604376,0,16,0,Zezhou Chen,0,3,HBG,,0,1,0,0,0,0,0,140,266,0,o3oB,0,B,,,,,3,3,3,,10,,,1713,,,,,,DA,,,,0,2,1,1,4,ambitionscost,2,1
81731,428694,,604541,0,1,0,8,266478,Johan Grenier,0,5,HBG,,0,1,0,0,0,0,0,141,266,0,o5oBoB,0,B,,,7,6,3,3,3,,2,"132,21",,"8,151497:604543",151675:604543,,,,,"DA,RLB,FF",,,,0,2,0,2,7,ancientbrassdragon,0,1
81732,425563,,604692,0,604693,0,10,0,Craig J Spearing,0,2,HBG,,0,1,0,0,0,0,0,142,266,0,oB,0,B,,,,,3,3,3,,4,,,151543,,,,,,DA,,,,0,2,1,1,1,armorofshadows,3,1
81733,418848,,498575,0,1,0,8,498576,Lars Grant-West,0,2,HBG,,0,1,0,0,83653,0,0,143,266,0,o4oBoB,0,B,,,6,5,3,3,3,,2,390,,143691:498582,"145741:543077,145742:543079",,,,,"DA,RLB",,,,0,2,0,2,6,balefulbeholder,3,1
81734,418866,,498584,0,498585,0,8,1318,Mark Zug,0,3,HBG,,0,1,0,0,0,0,0,144,266,0,o5oBoB,0,B,,,4,4,3,3,3,,2,21,,"8,143692:498587",,,,,,"DA,FF",,,,0,2,0,2,7,blackdragon,2,1
81735,426891,,604558,0,1,0,9,0,Evyn Fong,0,4,HBG,,0,1,0,0,0,0,0,145,266,0,o2oB,0,B,,,,,3,3,3,,3,,,151506,"151503:604560,151504:604563,151505:604566",,,"151503:81886,151505:81866",,DA,,,,0,2,1,1,3,blackmarketconnect,1,1
81736,425897,,604422,0,604423,0,16,0,Inka Schulz,0,5,HBG,,0,1,0,0,0,0,0,146,266,0,o5oBoB,0,B,,,,,3,3,3,,10,,,151448,183,,,151448:81886,,DA,,,,0,2,1,2,7,bloodmoney,0,1
81737,425654,,604631,0,604632,0,8,50229,Jason A. Engle,0,3,HBG,,0,1,0,0,0,0,0,147,266,0,o1oB,0,B,,,2,1,3,3,3,,2,"39,16",,151523:604634,,,,,,DA,,,,0,2,0,1,2,bonecallercleric,2,1
81738,425661,,227174,0,604373,0,10,0,Tyler Walpole,0,3,HBG,,0,1,0,0,0,0,0,148,266,0,o1oB,0,B,,,,,3,3,3,,4,,,118987,,,,,,DA,,,,0,2,1,1,2,castdown,2,1
81739,425659,,604626,0,604627,0,8,842,Bartek Fedyczak,0,2,HBG,,0,1,0,0,0,0,0,149,266,0,o3oB,0,B,,,4,2,3,3,3,,2,124,,151522:604629,,,,,,DA,,,,0,2,0,1,4,chaindevil,3,1
81740,418855,,498600,0,498601,0,10,0,Irina Nordsol,0,2,HBG,,0,1,0,0,0,0,0,150,266,0,o1oB,0,B,,,,,3,3,3,,4,,,"95354,140014",183,,,140014:81886,,DA,,,,0,2,1,1,2,deadlydispute,3,1
81741,418869,,498607,0,498608,0,16,0,Alexander Mokhov,0,2,HBG,,0,1,0,0,0,0,0,151,266,0,o2oB,0,B,,,,,3,3,3,,10,,,143699,,,,,,DA,,,,0,2,1,1,3,demogorgonsclutche,3,1
81742,418865,,498613,0,498615,0,8,498614,Jodie Muir,0,3,HBG,,0,1,0,0,0,0,0,152,266,0,o4oB,0,B,,,4,3,3,3,3,,2,"27,67",,"13,143701:498617",,,,143701:81874,,DA,,,,0,2,0,1,5,drider,2,1
81743,428692,,604435,0,604436,0,16,0,Peter Polach,0,4,HBG,,0,1,0,0,0,0,0,153,266,0,o6oB,0,B,,,,,3,3,3,,10,,,151453,,,,,,DA,,,,0,2,1,1,7,eldritchpact,1,1
81744,418857,,498627,0,498628,0,10,0,Kari Christensen,0,2,HBG,,0,1,0,0,83654,0,0,154,266,0,o4oBoB,0,B,,,,,3,3,3,,4,,,143704,,,,,,DA,,,,0,2,1,2,6,eyesofthebeholder,3,1
81745,425660,,604370,0,1,0,7,919,Kari Christensen,0,3,HBG,,0,1,0,0,0,0,0,155,266,0,oB,8,B artifact Adventure,,,,,3,3,3,,1,28,,"151430,1268",,81746,,,,DA,adventure,,,0,2,1,1,1,ghostlantern,2,1
81746,425660,,604372,0,1,0,10,418466,Kari Christensen,0,3,HBG,,0,0,0,0,0,0,0,155,266,0,o1oB,7,B artifact Adventure,,,,,3,3,3,,4,369,,24122,,81745,,,,DA,adventure,,,,,,,,,,
81747,425657,,604617,0,1,0,8,267116,Piotr Foksowicz,0,2,HBG,,0,1,0,0,0,0,0,156,266,0,o2oB,8,B Adventure,,,4,1,3,3,3,,2,"145,160",,151519:604619,,81748,,,,DA,adventure,,,0,2,0,1,3,grayslaad,3,1
81748,425657,,604620,0,1,0,16,418466,Piotr Foksowicz,0,2,HBG,,0,0,0,0,0,0,0,156,266,0,o1oB,7,B Adventure,,,,,3,3,3,,10,369,,151520,,81747,,,,DA,adventure,,,,,,,,,,
81749,418859,,498646,0,498647,0,16,0,Justine Cruz,0,2,HBG,,0,1,0,0,0,0,0,157,266,0,o2oBoB,0,B,,,,,3,3,3,,10,,,143712,183,,,143712:81886,,DA,,,,0,2,1,2,4,grimbounty,3,1
81750,418766,,604675,0,1,0,8,498666,Tomas Duchek,0,4,HBG,,0,1,0,0,0,0,0,158,266,0,o3oB,0,B,,,3,2,3,3,3,,2,"394,56",,"151534,151535",183,,,151534:81886,,DA,,,,0,2,0,1,4,grimhireling,1,1
81751,418862,,498649,0,498651,0,8,498650,Jason A. Engle,0,3,HBG,,0,1,0,0,0,0,0,159,266,0,o1oB,0,B,,,5,3,3,3,3,,2,"34,368",,"7,143713",,,,,,DA,,,,0,2,0,1,2,grimwanderer,2,1
81752,425883,,604319,0,604321,0,8,604320,Fariba Khamseh,0,2,HBG,,0,1,0,0,83658,0,0,160,266,0,o1oB,0,B,,,2,1,3,3,3,,2,"394,56,5",,"1,151419:604323",,,,,,DA,,,,0,2,0,1,2,guildswornprowler,3,1
81753,418842,,498665,0,498667,0,8,498666,Anna Pavleeva,0,2,HBG,,0,1,0,0,0,0,0,161,266,0,o1oB,0,B,,,1,3,3,3,3,,2,"394,56",,143719:498669,183,,,143719:81886,,DA,,,,0,2,0,1,2,hoardrobber,3,1
